Ref_Date,GEO,FUEL,Vector,Coordinate,Value
2005,Canada,"Total solids (x 1,000)",v52310160,1.1,1613114.00000000
2006,Canada,"Total solids (x 1,000)",v52310160,1.1,1586593.00000000
2007,Canada,"Total solids (x 1,000)",v52310160,1.1,1781552.00000000
2008,Canada,"Total solids (x 1,000)",v52310160,1.1,1640442.00000000
2009,Canada,"Total solids (x 1,000)",v52310160,1.1,1307893.00000000
2010,Canada,"Total solids (x 1,000)",v52310160,1.1,1507895.00000000
2011,Canada,"Total solids (x 1,000)",v52310160,1.1,1308869.00000000
2012,Canada,"Total solids (x 1,000)",v52310160,1.1,1330606.00000000
2013,Canada,"Total solids (x 1,000)",v52310160,1.1,1413381.00000000
2014,Canada,"Total solids (x 1,000)",v52310160,1.1,1188571.00000000
2015,Canada,"Total solids (x 1,000)",v52310160,1.1,1212425.00000000
2005,Canada,"Total coal (x 1,000)",v52310171,1.2,1536300.00000000
2006,Canada,"Total coal (x 1,000)",v52310171,1.2,1505137.00000000
2007,Canada,"Total coal (x 1,000)",v52310171,1.2,1699441.00000000
2008,Canada,"Total coal (x 1,000)",v52310171,1.2,1564837.00000000
2009,Canada,"Total coal (x 1,000)",v52310171,1.2,1231010.00000000
2010,Canada,"Total coal (x 1,000)",v52310171,1.2,1398372.00000000
2011,Canada,"Total coal (x 1,000)",v52310171,1.2,1171483.00000000
2012,Canada,"Total coal (x 1,000)",v52310171,1.2,1213405.00000000
2013,Canada,"Total coal (x 1,000)",v52310171,1.2,1285988.00000000
2014,Canada,"Total coal (x 1,000)",v52310171,1.2,1058945.00000000
2015,Canada,"Total coal (x 1,000)",v52310171,1.2,1096132.00000000
2005,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,691193.00000000
2006,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,605627.00000000
2007,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,710016.00000000
2008,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,601762.00000000
2009,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,435786.00000000
2010,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,609223.00000000
2011,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,435426.00000000
2012,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,391327.00000000
2013,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,401439.00000000
2014,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,350350.00000000
2015,Canada,"Total bituminous coal (x 1,000)",v52310177,1.3,309313.00000000
2005,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,33585.00000000
2006,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,47213.00000000
2007,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,58491.00000000
2008,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,57051.00000000
2009,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,83959.00000000
2010,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,54158.00000000
2011,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,61934.00000000
2012,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,44471.00000000
2013,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,43906.00000000
2014,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,42150.00000000
2015,Canada,"Canadian bituminous coal (x 1,000)",v52310178,1.4,35424.00000000
2005,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,657608.00000000
2006,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,558414.00000000
2007,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,651526.00000000
2008,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,544711.00000000
2009,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,351826.00000000
2010,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,555066.00000000
2011,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,373492.00000000
2012,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,346856.00000000
2013,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,357533.00000000
2014,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,308200.00000000
2015,Canada,"Imported bituminous coal (x 1,000)",v52310179,1.5,273889.00000000
2005,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,594766.00000000
2006,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,658330.00000000
2007,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,748919.00000000
2008,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,733882.00000000
2009,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,561101.00000000
2010,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,591959.00000000
2011,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,544054.00000000
2012,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,629671.00000000
2013,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,694459.00000000
2014,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,528874.00000000
2015,Canada,"Total subbituminous coal (x 1,000)",v52310180,1.6,525242.00000000
2005,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,320551.00000000
2006,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,385548.00000000
2007,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,413173.00000000
2008,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,385004.00000000
2009,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,385436.00000000
2010,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,410304.00000000
2011,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,474759.00000000
2012,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,582986.00000000
2013,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,661364.00000000
2014,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,518535.00000000
2015,Canada,"Canadian subbituminous coal (x 1,000)",v52310181,1.7,516743.00000000
2005,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,274216.00000000
2006,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,272782.00000000
2007,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,335746.00000000
2008,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,348878.00000000
2009,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,175665.00000000
2010,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,181655.00000000
2011,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,69295.00000000
2012,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,46685.00000000
2013,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,33095.00000000
2014,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,10339.00000000
2015,Canada,"Imported subbituminous coal (x 1,000)",v52310182,1.8,8499.00000000
2005,Canada,"Lignite (x 1,000)",v52310183,1.9,250340.00000000
2006,Canada,"Lignite (x 1,000)",v52310183,1.9,241179.00000000
2007,Canada,"Lignite (x 1,000)",v52310183,1.9,240506.00000000
2008,Canada,"Lignite (x 1,000)",v52310183,1.9,229193.00000000
2009,Canada,"Lignite (x 1,000)",v52310183,1.9,234123.00000000
2010,Canada,"Lignite (x 1,000)",v52310183,1.9,197190.00000000
2011,Canada,"Lignite (x 1,000)",v52310183,1.9,192003.00000000
2012,Canada,"Lignite (x 1,000)",v52310183,1.9,192407.00000000
2013,Canada,"Lignite (x 1,000)",v52310183,1.9,190090.00000000
2014,Canada,"Lignite (x 1,000)",v52310183,1.9,179721.00000000
2015,Canada,"Lignite (x 1,000)",v52310183,1.9,261576.00000000
2005,Canada,"Wood (x 1,000)",v52310161,1.10,26795.00000000
2006,Canada,"Wood (x 1,000)",v52310161,1.10,24194.00000000
2007,Canada,"Wood (x 1,000)",v52310161,1.10,22741.00000000
2008,Canada,"Wood (x 1,000)",v52310161,1.10,27208.00000000
2009,Canada,"Wood (x 1,000)",v52310161,1.10,46070.00000000
2010,Canada,"Wood (x 1,000)",v52310161,1.10,48531.00000000
2011,Canada,"Wood (x 1,000)",v52310161,1.10,58256.00000000
2012,Canada,"Wood (x 1,000)",v52310161,1.10,41481.00000000
2013,Canada,"Wood (x 1,000)",v52310161,1.10,38506.00000000
2014,Canada,"Wood (x 1,000)",v52310161,1.10,40193.00000000
2015,Canada,"Wood (x 1,000)",v52310161,1.10,54672.00000000
2005,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,47196.00000000
2006,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,54322.00000000
2007,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,56658.00000000
2008,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,44956.00000000
2009,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,24460.00000000
2010,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,49260.00000000
2011,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,66663.00000000
2012,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,65196.00000000
2013,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,77919.00000000
2014,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,80466.00000000
2015,Canada,"Petroleum coke (x 1,000)",v52310162,1.11,52479.00000000
2005,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,2824.00000000
2006,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,2939.00000000
2007,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,2712.00000000
2008,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,3440.00000000
2009,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,6353.00000000
2010,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,11732.00000000
2011,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,12467.00000000
2012,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,10525.00000000
2013,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,10968.00000000
2014,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,8969.00000000
2015,Canada,"Other solid fuels (x 1,000)",v52310163,1.12,9143.00000000
2005,Canada,"Total liquids (x 1,000)",v52310164,1.13,733736.00000000
2006,Canada,"Total liquids (x 1,000)",v52310164,1.13,430299.00000000
2007,Canada,"Total liquids (x 1,000)",v52310164,1.13,548154.00000000
2008,Canada,"Total liquids (x 1,000)",v52310164,1.13,509326.00000000
2009,Canada,"Total liquids (x 1,000)",v52310164,1.13,540289.00000000
2010,Canada,"Total liquids (x 1,000)",v52310164,1.13,373666.00000000
2011,Canada,"Total liquids (x 1,000)",v52310164,1.13,380029.00000000
2012,Canada,"Total liquids (x 1,000)",v52310164,1.13,440581.00000000
2013,Canada,"Total liquids (x 1,000)",v52310164,1.13,420429.00000000
2014,Canada,"Total liquids (x 1,000)",v52310164,1.13,589655.00000000
2015,Canada,"Total liquids (x 1,000)",v52310164,1.13,574203.00000000
2005,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,733736.00000000
2006,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,430299.00000000
2007,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,548154.00000000
2008,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,509326.00000000
2009,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,540264.00000000
2010,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,373631.00000000
2011,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,379995.00000000
2012,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,440564.00000000
2013,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,420406.00000000
2014,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,589630.00000000
2015,Canada,"Total petroleum products (x 1,000)",v52310165,1.14,574169.00000000
2005,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,18168.00000000
2006,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,19426.00000000
2007,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,24606.00000000
2008,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,45144.00000000
2009,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,32367.00000000
2010,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,32741.00000000
2011,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,34975.00000000
2012,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,38853.00000000
2013,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,37977.00000000
2014,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,38693.00000000
2015,Canada,"Light fuel oil (x 1,000)",v52310166,1.15,50951.00000000
2005,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,606231.00000000
2006,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,321684.00000000
2007,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,409520.00000000
2008,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,357731.00000000
2009,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,381926.00000000
2010,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,259994.00000000
2011,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,235535.00000000
2012,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,277275.00000000
2013,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,250905.00000000
2014,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,344208.00000000
2015,Canada,"Total heavy fuel oil (x 1,000)",v52310167,1.16,326735.00000000
2005,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,606231.00000000
2006,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,321684.00000000
2007,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,382882.00000000
2008,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,132446.00000000
2009,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,133628.00000000
2010,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,40555.00000000
2011,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,74848.00000000
2012,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,85333.00000000
2013,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,76258.00000000
2014,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,86394.00000000
2015,Canada,"Canadian heavy fuel oil (x 1,000)",v52310168,1.17,162745.00000000
2005,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,0.00000000
2006,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,0.00000000
2007,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,26639.00000000
2008,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,225285.00000000
2009,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,248298.00000000
2010,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,219439.00000000
2011,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,160687.00000000
2012,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,191941.00000000
2013,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,174647.00000000
2014,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,257814.00000000
2015,Canada,"Imported heavy fuel oil (x 1,000)",v52310169,1.18,163990.00000000
2005,Canada,"Diesel (x 1,000)",v52310170,1.19,109337.00000000
2006,Canada,"Diesel (x 1,000)",v52310170,1.19,89189.00000000
2007,Canada,"Diesel (x 1,000)",v52310170,1.19,114028.00000000
2008,Canada,"Diesel (x 1,000)",v52310170,1.19,106452.00000000
2009,Canada,"Diesel (x 1,000)",v52310170,1.19,125971.00000000
2010,Canada,"Diesel (x 1,000)",v52310170,1.19,80896.00000000
2011,Canada,"Diesel (x 1,000)",v52310170,1.19,109486.00000000
2012,Canada,"Diesel (x 1,000)",v52310170,1.19,124437.00000000
2013,Canada,"Diesel (x 1,000)",v52310170,1.19,131524.00000000
2014,Canada,"Diesel (x 1,000)",v52310170,1.19,206729.00000000
2015,Canada,"Diesel (x 1,000)",v52310170,1.19,196483.00000000
2006,Canada,"Propane (x 1,000)",v53834238,1.21,0.00000000
2007,Canada,"Propane (x 1,000)",v53834238,1.21,0.00000000
2008,Canada,"Propane (x 1,000)",v53834238,1.21,..
2009,Canada,"Propane (x 1,000)",v53834238,1.21,25.00000000
2010,Canada,"Propane (x 1,000)",v53834238,1.21,36.00000000
2011,Canada,"Propane (x 1,000)",v53834238,1.21,33.00000000
2012,Canada,"Propane (x 1,000)",v53834238,1.21,17.00000000
2013,Canada,"Propane (x 1,000)",v53834238,1.21,23.00000000
2014,Canada,"Propane (x 1,000)",v53834238,1.21,25.00000000
2015,Canada,"Propane (x 1,000)",v53834238,1.21,34.00000000
2010,Canada,"Spent pulping liquor (x 1,000)",v91886428,1.29,..
2011,Canada,"Spent pulping liquor (x 1,000)",v91886428,1.29,..
2012,Canada,"Spent pulping liquor (x 1,000)",v91886428,1.29,..
2013,Canada,"Spent pulping liquor (x 1,000)",v91886428,1.29,..
2014,Canada,"Spent pulping liquor (x 1,000)",v91886428,1.29,0.00000000
2015,Canada,"Spent pulping liquor (x 1,000)",v91886428,1.29,0.00000000
2006,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,..
2007,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,..
2008,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,..
2009,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,..
2010,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,..
2011,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,..
2012,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,..
2013,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,..
2014,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,0.00000000
2015,Canada,"Other liquid fuels (x 1,000)",v65583428,1.30,0.00000000
2005,Canada,"Total gas (x 1,000)",v52310172,1.23,1934493.00000000
2006,Canada,"Total gas (x 1,000)",v52310172,1.23,1961089.00000000
2007,Canada,"Total gas (x 1,000)",v52310172,1.23,1918638.00000000
2008,Canada,"Total gas (x 1,000)",v52310172,1.23,1997233.00000000
2009,Canada,"Total gas (x 1,000)",v52310172,1.23,1530601.00000000
2010,Canada,"Total gas (x 1,000)",v52310172,1.23,1802261.00000000
2011,Canada,"Total gas (x 1,000)",v52310172,1.23,1812062.00000000
2012,Canada,"Total gas (x 1,000)",v52310172,1.23,1467104.00000000
2013,Canada,"Total gas (x 1,000)",v52310172,1.23,1675702.00000000
2014,Canada,"Total gas (x 1,000)",v52310172,1.23,1937810.00000000
2015,Canada,"Total gas (x 1,000)",v52310172,1.23,1483396.00000000
2005,Canada,"Natural gas (x 1,000)",v52310173,1.24,1934493.00000000
2006,Canada,"Natural gas (x 1,000)",v52310173,1.24,1961089.00000000
2007,Canada,"Natural gas (x 1,000)",v52310173,1.24,1918519.00000000
2008,Canada,"Natural gas (x 1,000)",v52310173,1.24,1983683.00000000
2009,Canada,"Natural gas (x 1,000)",v52310173,1.24,1513744.00000000
2010,Canada,"Natural gas (x 1,000)",v52310173,1.24,1787167.00000000
2011,Canada,"Natural gas (x 1,000)",v52310173,1.24,1797510.00000000
2012,Canada,"Natural gas (x 1,000)",v52310173,1.24,1462559.00000000
2013,Canada,"Natural gas (x 1,000)",v52310173,1.24,1654238.00000000
2014,Canada,"Natural gas (x 1,000)",v52310173,1.24,1923616.00000000
2015,Canada,"Natural gas (x 1,000)",v52310173,1.24,1467660.00000000
2010,Canada,"Coke oven gas (x 1,000)",v91886429,1.31,..
2011,Canada,"Coke oven gas (x 1,000)",v91886429,1.31,..
2012,Canada,"Coke oven gas (x 1,000)",v91886429,1.31,..
2013,Canada,"Coke oven gas (x 1,000)",v91886429,1.31,..
2014,Canada,"Coke oven gas (x 1,000)",v91886429,1.31,0.00000000
2015,Canada,"Coke oven gas (x 1,000)",v91886429,1.31,0.00000000
2005,Canada,"Methane (x 1,000)",v52310174,1.26,0.00000000
2006,Canada,"Methane (x 1,000)",v52310174,1.26,0.00000000
2007,Canada,"Methane (x 1,000)",v52310174,1.26,0.00000000
2008,Canada,"Methane (x 1,000)",v52310174,1.26,879.00000000
2009,Canada,"Methane (x 1,000)",v52310174,1.26,1614.00000000
2010,Canada,"Methane (x 1,000)",v52310174,1.26,2099.00000000
2011,Canada,"Methane (x 1,000)",v52310174,1.26,2009.00000000
2012,Canada,"Methane (x 1,000)",v52310174,1.26,1405.00000000
2013,Canada,"Methane (x 1,000)",v52310174,1.26,1544.00000000
2014,Canada,"Methane (x 1,000)",v52310174,1.26,1111.00000000
2015,Canada,"Methane (x 1,000)",v52310174,1.26,1053.00000000
2005,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,0.00000000
2006,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,0.00000000
2007,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,119.00000000
2008,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,12671.00000000
2009,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,15243.00000000
2010,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,12995.00000000
2011,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,12543.00000000
2012,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,3140.00000000
2013,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,19920.00000000
2014,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,13084.00000000
2015,Canada,"Other gaseous fuels (x 1,000)",v52310175,1.27,14683.00000000
2005,Canada,"Uranium (x 1,000)",v52310176,1.28,177584.00000000
2006,Canada,"Uranium (x 1,000)",v52310176,1.28,189747.00000000
2007,Canada,"Uranium (x 1,000)",v52310176,1.28,192617.00000000
2008,Canada,"Uranium (x 1,000)",v52310176,1.28,167487.00000000
2009,Canada,"Uranium (x 1,000)",v52310176,1.28,201931.00000000
2010,Canada,"Uranium (x 1,000)",v52310176,1.28,214384.00000000
2011,Canada,"Uranium (x 1,000)",v52310176,1.28,409483.00000000
2012,Canada,"Uranium (x 1,000)",v52310176,1.28,416313.00000000
2013,Canada,"Uranium (x 1,000)",v52310176,1.28,451683.00000000
2014,Canada,"Uranium (x 1,000)",v52310176,1.28,444306.00000000
2015,Canada,"Uranium (x 1,000)",v52310176,1.28,428988.00000000
2010,Newfoundland and Labrador,"Total solids (x 1,000)",v91886430,2.1,..
2011,Newfoundland and Labrador,"Total solids (x 1,000)",v91886430,2.1,..
2012,Newfoundland and Labrador,"Total solids (x 1,000)",v91886430,2.1,..
2013,Newfoundland and Labrador,"Total solids (x 1,000)",v91886430,2.1,..
2014,Newfoundland and Labrador,"Total solids (x 1,000)",v91886430,2.1,0.00000000
2015,Newfoundland and Labrador,"Total solids (x 1,000)",v91886430,2.1,0.00000000
2005,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,90683.00000000
2006,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,74835.00000000
2007,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,118794.00000000
2008,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,141164.00000000
2009,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,94190.00000000
2010,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,116088.00000000
2011,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,152379.00000000
2012,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,181674.00000000
2013,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,192056.00000000
2014,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,271846.00000000
2015,Newfoundland and Labrador,"Total liquids (x 1,000)",v52310217,2.13,197090.00000000
2005,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,90683.00000000
2006,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,74835.00000000
2007,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,118794.00000000
2008,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,141164.00000000
2009,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,94190.00000000
2010,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,116088.00000000
2011,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,152379.00000000
2012,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,181674.00000000
2013,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,192056.00000000
2014,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,271846.00000000
2015,Newfoundland and Labrador,"Total petroleum products (x 1,000)",v52310218,2.14,197090.00000000
2005,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,522.00000000
2006,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,795.00000000
2007,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,817.00000000
2008,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,16702.00000000
2009,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,13895.00000000
2010,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,13669.00000000
2011,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,17054.00000000
2012,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,17262.00000000
2013,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,19318.00000000
2014,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,25989.00000000
2015,Newfoundland and Labrador,"Light fuel oil (x 1,000)",v52310219,2.15,32514.00000000
2005,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,80305.00000000
2006,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,63511.00000000
2007,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,107369.00000000
2008,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,123734.00000000
2009,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,79828.00000000
2010,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,101910.00000000
2011,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,135136.00000000
2012,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,164001.00000000
2013,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,171786.00000000
2014,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,244346.00000000
2015,Newfoundland and Labrador,"Total heavy fuel oil (x 1,000)",v52310220,2.16,162872.00000000
2005,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,80305.00000000
2006,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,63511.00000000
2007,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,107369.00000000
2008,Newfoundland and Labrador,"Canadian heavy fuel oil (x 1,000)",v52310221,2.17,..
